no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,arrival_year,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,type_of_meal_plan_Meal Plan 1,type_of_meal_plan_Meal Plan 2,type_of_meal_plan_Meal Plan 3,room_type_reserved_Room_Type 1,room_type_reserved_Room_Type 2,room_type_reserved_Room_Type 3,room_type_reserved_Room_Type 4,room_type_reserved_Room_Type 5,room_type_reserved_Room_Type 6,market_segment_type_Aviation,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline
2,2,2,2,0,144,2018,5,27,0,0,0,177.65,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1,2,2,2,0,4,2017,9,19,0,0,0,200.75,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2,1,0,2,0,15,2018,3,18,0,0,0,127.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,2,0,32,2018,2,5,0,0,0,72.9,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
3,0,1,1,0,49,2018,5,7,0,0,0,159.3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,1,1,3,0,77,2018,5,12,0,0,0,135.15,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,2,0,22,2018,10,28,0,0,0,90.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,0,0,0,2017,10,18,0,0,0,114.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,0,1,1,58,2018,6,21,0,0,0,125.1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,6,0,4,2017,8,14,0,0,0,95.13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,0,117,2018,4,29,0,0,0,105.84,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2,0,1,3,0,36,2018,12,26,0,0,0,102.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,2,0,35,2018,12,2,0,0,0,74.8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,0,0,31,2018,4,24,0,0,0,94.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,4,0,79,2018,6,16,0,0,0,120.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,2,0,1,2017,10,9,0,0,0,139.33,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,0,21,2017,9,3,0,0,0,105.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,0,12,2018,9,14,0,0,0,100.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,0,0,33,2018,2,8,0,0,0,80.3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,2,0,164,2017,10,2,0,0,0,100.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,3,1,78,2018,3,24,0,0,0,105.3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,4,0,18,2018,5,31,0,0,0,112.8,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,1,2,0,21,2018,8,15,0,0,0,151.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,3,0,0,2017,11,9,0,0,0,91.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3,0,2,1,0,152,2018,8,13,0,0,0,146.7,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,2,3,0,43,2017,10,2,0,0,0,58.4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,4,0,177,2018,7,26,0,0,0,80.75,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,1,0,47,2018,5,21,0,0,0,76.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,0,0,3,0,57,2018,9,7,0,0,0,140.13,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,2,4,0,60,2017,11,15,0,0,0,76.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,2017,9,16,0,0,0,200.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,0,102,2017,10,16,0,0,0,101.5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2,0,0,3,0,71,2018,10,18,0,0,0,108.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,0,2,3,0,111,2018,7,23,0,0,0,189.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3,0,1,1,0,1,2018,6,11,0,0,0,166.0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,1,1,0,4,2018,1,16,0,0,0,67.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,3,0,25,2017,9,14,0,0,0,78.54,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,2,2,0,209,2018,11,6,0,0,0,152.1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,2,1,0,93,2018,10,15,0,0,0,115.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,5,0,53,2017,9,2,0,0,0,66.53,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,2,0,1,2017,8,12,1,0,1,0.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1,0,2,1,0,4,2017,8,23,0,0,0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2,0,0,3,0,302,2018,12,29,0,0,0,90.3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,0,122,2018,4,15,0,0,0,85.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,1,0,16,2018,3,11,0,0,0,75.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,4,0,28,2018,8,28,0,0,0,115.37,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,2,0,161,2018,3,25,0,0,0,130.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3,0,0,2,0,57,2018,12,9,0,0,0,126.0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,1,0,0,19,2018,6,12,0,0,0,94.35,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3,0,2,4,0,109,2018,7,6,0,0,0,118.46,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,2,0,239,2018,6,15,0,0,0,90.6,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1,0,2,1,0,33,2018,3,5,0,0,0,82.9,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,3,0,11,2017,8,18,0,0,0,95.33,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3,0,2,5,0,40,2018,4,21,0,0,0,135.64,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3,0,1,1,0,45,2018,6,18,0,0,0,122.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2,0,1,3,0,41,2018,5,9,0,0,0,116.1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,4,0,167,2018,6,28,0,0,0,62.18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,4,0,62,2018,3,9,0,0,0,63.75,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,4,0,113,2018,9,7,0,0,0,118.8,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,1,1,2018,8,10,0,0,0,167.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,2,2,2,0,84,2018,5,13,0,0,0,187.85,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,2,0,68,2018,4,24,0,0,0,108.38,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,1,0,9,2018,9,7,1,0,3,0.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
3,0,1,2,0,245,2018,10,28,0,0,0,128.7,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,3,0,80,2018,3,17,0,0,0,80.33,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,1,0,7,2018,8,22,0,0,0,140.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,1,1,1,0,128,2017,8,8,0,0,0,76.5,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,1,0,100,2018,5,1,0,0,0,105.3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,1,0,118,2018,4,3,0,0,0,87.3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,3,0,166,2018,11,1,0,0,0,110.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,41,2017,9,4,0,0,0,83.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2,0,2,2,0,174,2018,8,13,0,0,0,99.45,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,1,2,1,0,27,2017,12,27,0,0,0,104.5,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2,0,2,6,0,2,2018,11,16,0,0,0,92.54,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,3,0,37,2018,10,13,0,0,0,95.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,2,0,188,2018,6,15,0,0,0,130.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,1,0,68,2018,1,2,1,1,0,63.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,2,0,189,2018,10,28,0,0,0,109.8,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,1,0,0,10,2018,5,16,0,0,0,103.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3,0,2,1,0,19,2018,2,20,0,0,0,130.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,2,0,61,2018,3,23,0,0,0,117.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,4,0,95,2017,12,29,0,0,0,60.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2,0,0,1,0,83,2017,9,30,0,0,0,112.2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2,0,1,3,0,37,2018,8,1,0,0,0,135.9,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,0,0,19,2018,7,25,0,0,0,151.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,2,0,2,0,22,2018,9,16,0,0,0,239.0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2,0,2,1,0,22,2017,12,26,0,0,0,59.09,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,5,0,151,2018,7,9,0,0,0,103.09,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,1,0,26,2018,2,28,0,0,0,87.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3,0,1,0,0,27,2018,4,17,0,0,0,137.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,2,0,79,2018,6,24,0,0,0,109.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2,0,1,1,0,247,2018,6,6,0,0,0,115.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2,0,2,3,0,189,2018,7,17,0,0,0,99.45,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,2,0,320,2018,8,18,0,0,0,115.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3,0,1,2,0,27,2018,2,22,0,0,0,130.0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,1,0,0,51,2018,5,22,1,0,3,65.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,2,0,245,2018,6,17,0,0,0,75.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,1,1,2,0,52,2018,7,8,0,0,0,132.9,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,2,0,0,13,2017,10,18,0,0,0,120.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,0,46,2018,11,11,0,0,0,79.2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3,0,2,1,0,84,2018,8,28,0,0,0,159.3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,2,0,188,2018,6,15,0,0,0,130.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,3,0,19,2017,10,6,1,1,0,90.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,2,0,67,2018,5,27,0,0,0,140.4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,1,0,0,2017,8,11,0,0,0,75.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,0,273,2017,7,17,0,0,0,109.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2,0,2,1,0,110,2017,7,25,0,0,0,94.5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,2017,12,15,1,0,1,75.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,2,0,32,2017,10,23,0,0,0,75.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2,0,2,1,0,282,2017,10,10,0,0,0,76.67,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,2,0,38,2018,10,2,0,0,0,126.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,1,0,175,2018,7,23,0,0,0,85.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,3,0,143,2018,8,18,0,0,0,140.7,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,2,2,0,127,2018,6,26,0,0,0,103.7,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,1,0,0,2017,9,8,0,0,0,142.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,1,2,5,0,95,2018,12,21,0,0,0,103.7,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,2,0,118,2018,6,6,0,0,0,110.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,3,0,45,2018,11,10,0,0,0,75.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3,0,1,1,0,69,2018,7,25,0,0,0,137.7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,1,0,57,2018,9,7,0,0,0,87.3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,2,0,5,2018,8,24,1,0,4,0.0,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2,0,0,2,0,39,2017,8,14,0,0,0,101.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,2018,2,24,0,0,0,97.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3,0,1,1,0,89,2018,8,15,0,0,0,150.3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,4,0,85,2018,3,29,0,0,0,82.45,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,1,4,2018,7,1,1,0,3,103.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1,0,2,6,0,11,2018,7,5,0,0,0,145.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,1,0,12,2018,7,11,0,0,0,145.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,2,0,77,2018,5,14,0,0,0,134.85,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,1,1,1,0,14,2018,10,22,0,0,0,168.25,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,0,2,1,0,1,2018,2,28,0,0,0,60.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,3,0,133,2018,6,13,0,0,0,76.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,2,0,3,2017,8,10,0,0,0,63.5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,0,0,19,2018,9,18,0,0,0,95.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,2,0,86,2018,9,3,0,0,0,90.95,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2,0,0,2,0,23,2017,10,16,0,0,0,98.4,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,1,0,65,2018,9,22,0,0,0,135.9,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,0,1,2018,11,16,0,0,0,130.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,1,0,66,2017,11,19,0,0,0,81.9,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3,0,1,4,0,50,2018,2,22,0,0,0,78.85,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,3,0,87,2018,6,26,0,0,0,141.3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2,0,1,1,0,159,2018,4,9,0,0,0,70.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,3,0,39,2018,8,13,0,0,0,170.1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2,0,2,0,0,386,2018,10,23,0,0,0,115.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2,2,0,5,0,22,2017,12,29,0,0,0,199.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2,0,2,2,0,102,2018,7,10,0,0,0,82.45,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
4,0,0,3,0,86,2018,10,20,0,0,0,192.86,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,2,0,56,2017,9,25,0,0,0,185.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,6,0,36,2018,12,10,0,0,0,68.07,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,3,0,50,2018,10,4,0,0,0,118.8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,0,115,2018,10,27,0,0,0,104.4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,1,0,0,2018,3,23,1,0,12,65.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,3,0,35,2018,3,3,0,0,0,71.1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,1,0,17,2018,5,21,0,0,0,95.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,4,11,0,237,2018,9,13,0,0,0,116.62,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,4,0,125,2018,9,7,0,0,0,136.0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,2,2,2,0,32,2018,12,2,0,0,0,147.9,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
2,0,2,0,0,5,2018,9,18,0,0,0,123.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,1,0,91,2018,6,19,0,0,0,135.9,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,0,102,2017,10,16,0,0,0,109.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
3,0,2,1,0,9,2018,3,20,0,0,0,186.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3,0,1,3,0,155,2018,12,26,0,0,0,115.6,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,2,0,1,0,0,2018,5,14,0,0,0,221.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,3,0,11,2017,9,15,0,0,0,65.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,1,0,0,2018,2,19,0,0,0,80.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2,1,1,4,0,86,2018,3,23,0,0,0,73.83,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,1,1,18,2018,10,18,1,3,19,67.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,2,0,58,2018,3,4,0,0,0,80.3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,1,0,54,2018,4,30,0,0,0,85.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,1,2,3,0,25,2018,7,23,0,0,0,152.1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,0,107,2017,9,9,0,0,0,89.25,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,4,0,100,2018,9,28,0,0,0,110.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2,0,1,2,0,273,2018,5,13,0,0,0,95.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,1,0,29,2018,3,18,0,0,0,79.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,1,0,221,2018,8,12,0,0,0,80.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,2,0,213,2018,10,1,0,0,0,102.85,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,2,0,198,2018,9,9,0,0,0,90.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,2,0,81,2018,1,29,0,0,0,62.37,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2,0,0,1,0,23,2018,4,8,0,0,0,98.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,3,0,26,2017,9,17,0,0,0,117.67,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,1,0,20,2018,6,18,0,0,0,141.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,1,1,3,0,124,2018,12,26,0,0,0,156.61,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0
3,0,0,3,0,85,2018,8,3,0,0,0,152.1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,1,0,167,2018,8,6,0,0,0,105.3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,3,0,71,2018,5,30,0,0,0,119.85,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,0,48,2018,11,4,0,0,0,97.2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,37,2018,5,13,0,0,0,116.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,0,2,2,0,76,2018,5,29,0,0,0,150.45,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,1,0,13,2018,1,20,0,0,0,71.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,0,0,3,2018,6,27,0,0,0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2,0,1,2,0,75,2017,12,7,0,0,0,60.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,1,0,5,2018,4,5,1,0,1,89.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,0,0,386,2018,10,23,0,0,0,115.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2,0,1,1,0,180,2018,5,2,0,0,0,100.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,3,0,122,2018,11,14,0,0,0,75.9,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,2,0,224,2017,10,2,0,0,0,65.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,2,0,24,2018,5,29,0,0,0,104.55,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,2,2,0,162,2018,10,14,0,0,0,115.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
3,0,1,1,0,25,2018,7,2,0,0,0,187.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,1,0,1,2018,8,4,0,0,0,115.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,4,0,236,2018,9,27,0,0,0,84.43,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,3,0,120,2018,4,8,0,0,0,90.95,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,3,1,12,2018,3,24,0,0,0,208.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2,0,2,4,0,224,2018,9,3,0,0,0,97.18,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,4,0,33,2017,10,21,0,0,0,79.11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2,0,0,2,0,24,2018,5,13,0,0,0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2,0,0,1,0,22,2017,9,8,0,0,0,120.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,3,0,10,2017,10,20,0,0,0,126.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,0,15,2018,2,16,0,0,0,91.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,5,0,230,2018,9,6,0,0,0,137.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2,0,0,4,0,54,2018,3,16,0,0,0,67.32,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,1,0,45,2017,10,23,0,0,0,81.62,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3,0,1,3,0,63,2018,10,24,0,0,0,123.66,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2,0,2,1,0,166,2018,8,6,0,0,0,94.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,4,0,148,2018,8,22,0,0,0,96.3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,1,0,136,2018,8,13,0,0,0,88.01,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,3,0,37,2018,3,10,0,0,0,81.9,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,4,0,66,2018,5,11,0,0,0,119.85,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,11,2017,10,23,0,0,0,83.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,1,1,1,2018,4,1,1,0,3,67.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,2,0,7,2018,6,19,0,0,0,156.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,1,0,43,2017,10,13,0,0,0,85.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,3,5,0,5,2018,4,4,0,0,0,126.75,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,1,1,0,247,2018,6,6,0,0,0,115.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2,0,2,1,0,24,2018,10,16,0,0,0,107.1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,53,2018,10,14,0,0,0,120.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,1,0,52,2018,11,19,0,0,0,93.6,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,1,0,56,2018,6,8,0,0,0,120.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,1,0,12,2018,6,8,0,0,0,90.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,5,0,230,2018,9,6,0,0,0,137.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,1,1,3,0,92,2018,10,31,0,0,0,106.43,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
